feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,label
2.0,51.0,192.0,190.0,453.0,288.0,237.0,217.0,177.0,366.0,374.0,605.0,770.0,145.0,7.0,22.0,0.0011660081800073385,1.9700066022920737e-09,1.6139931405256824e-11,2.6322199628281417e-11,-8.943599441327766e-23,9.142893749695415e-16,5.351205765041801e-22,139.074951171875,54.99592971801758,14.0,253.0,H
3.0,48.0,192.0,193.0,431.0,283.0,249.0,234.0,195.0,352.0,378.0,599.0,762.0,149.0,6.0,22.0,0.0011678793234750628,2.096505857807074e-09,1.7632041660053943e-11,2.5628003191835447e-11,-4.341665123661918e-23,1.0049956980712812e-15,5.430500801057168e-22,139.012451171875,54.80714797973633,13.0,254.0,H
12.0,165.0,742.0,772.0,83.0,325.0,687.0,113.0,81.0,251.0,761.0,104.0,0.0,0.0,0.0,0.0,0.0017565374728292227,4.7674891590077095e-08,8.682892599365388e-11,7.389727024742498e-11,5.695091261503929e-21,2.851890900220028e-15,-1.6139303492868253e-21,94.87939453125,50.32168197631836,12.0,179.0,H
1.0,52.0,189.0,180.0,452.0,266.0,242.0,252.0,205.0,375.0,366.0,602.0,734.0,152.0,7.0,21.0,0.0011727245291694999,2.448910185748332e-09,1.9608977636087488e-11,2.3885896732744882e-11,-7.943079108854724e-24,1.0809833414068197e-15,5.168785277915169e-22,138.824462890625,54.40266036987305,14.0,253.0,H
2.0,51.0,185.0,186.0,447.0,259.0,242.0,262.0,220.0,370.0,412.0,566.0,722.0,143.0,6.0,23.0,0.0011790335411205888,3.08014169725368e-09,2.2001308760954963e-11,2.119639012920782e-11,2.763809837954731e-23,1.123444891294441e-15,4.569029856458249e-22,138.599853515625,54.088687896728516,14.0,253.0,H
3.0,47.0,185.0,179.0,447.0,248.0,255.0,265.0,245.0,364.0,423.0,591.0,672.0,144.0,5.0,23.0,0.0011855092598125339,3.6905263289810364e-09,2.4716596824791992e-11,1.774234405227393e-11,6.189638689546901e-23,1.0600566512910733e-15,3.663525074783127e-22,138.41357421875,53.69093704223633,14.0,253.0,H
1.0,52.0,181.0,179.0,436.0,254.0,258.0,266.0,243.0,382.0,393.0,643.0,637.0,143.0,7.0,21.0,0.001189962844364345,4.22324486493153e-09,2.742290769464084e-11,1.4207748692818267e-11,8.679252151988205e-23,9.2185952017739e-16,2.666746183365803e-22,138.29296875,53.461463928222656,15.0,254.0,H
1.0,50.0,188.0,177.0,429.0,255.0,263.0,268.0,233.0,401.0,387.0,661.0,608.0,146.0,6.0,23.0,0.0011930020991712809,4.559121080660589e-09,2.968412321502356e-11,1.1276354849876213e-11,9.929106330824824e-23,7.592915041657467e-16,1.8084277793796363e-22,138.25146484375,53.47452926635742,14.0,253.0,H
1.0,52.0,184.0,180.0,423.0,255.0,256.0,274.0,229.0,416.0,373.0,665.0,614.0,145.0,8.0,21.0,0.0011927203740924597,4.811666620696542e-09,3.1500548697271924e-11,9.173893415759249e-12,1.0191274470799802e-22,6.227564634528132e-16,1.1804519634437014e-22,138.284423828125,53.54640579223633,13.0,253.0,H
2.0,50.0,190.0,184.0,422.0,255.0,252.0,280.0,219.0,410.0,373.0,644.0,644.0,143.0,6.0,22.0,0.0011922877747565508,5.0190407385741764e-09,3.278623553204518e-11,7.980152996744927e-12,1.0119050152850111e-22,5.348783304223964e-16,8.013995653195739e-23,138.322265625,53.6667366027832,15.0,254.0,H
1.0,54.0,189.0,192.0,396.0,268.0,243.0,293.0,221.0,412.0,366.0,640.0,645.0,148.0,5.0,23.0,0.0011918917298316956,5.128422575495506e-09,3.416494170904727e-11,7.240113890361055e-12,9.92616103974909e-23,4.726263851177704e-16,5.579836588036575e-23,138.3154296875,53.69880294799805,15.0,253.0,H
1.0,47.0,195.0,181.0,422.0,256.0,251.0,278.0,208.0,430.0,364.0,631.0,653.0,151.0,7.0,21.0,0.0011900285026058555,5.2930810845452925e-09,3.503673740024027e-11,6.679679812743311e-12,9.59914032921153e-23,4.2142406401941563e-16,3.5040232688725733e-23,138.398193359375,53.71599197387695,13.0,254.0,H
1.0,52.0,189.0,194.0,401.0,273.0,251.0,272.0,200.0,439.0,363.0,618.0,671.0,144.0,6.0,22.0,0.0011894647032022476,5.4673048310860395e-09,3.63753853427351e-11,6.209811744678495e-12,9.209339543481585e-23,3.6955391038171e-16,1.5142759366456323e-23,138.34521484375,53.77519226074219,15.0,254.0,H
7.0,165.0,722.0,776.0,90.0,329.0,709.0,116.0,77.0,245.0,760.0,100.0,0.0,0.0,0.0,0.0,0.0017577176913619041,4.7335113606550294e-08,9.688098934201861e-11,5.915149620117077e-11,4.474302328243155e-21,-4.564024748647392e-16,-1.7778004125066116e-22,94.978515625,49.9151496887207,13.0,180.0,H
0.0,50.0,194.0,214.0,376.0,273.0,276.0,263.0,192.0,426.0,378.0,606.0,677.0,143.0,7.0,21.0,0.0011898325756192207,5.624238852419694e-09,3.793430153331556e-11,5.889560974331465e-12,8.802091047794324e-23,3.229481723903083e-16,-1.3952739616748948e-24,138.191650390625,53.953643798828125,16.0,253.0,H
2.0,50.0,194.0,210.0,386.0,276.0,269.0,262.0,197.0,420.0,366.0,603.0,684.0,149.0,5.0,23.0,0.0011903458507731557,5.7240123751967076e-09,3.8311315925243505e-11,6.1300500266148195e-12,9.386299977184384e-23,3.3100107343853253e-16,-3.850733789832269e-24,138.11669921875,54.08177947998047,13.0,254.0,H
0.0,47.0,200.0,209.0,371.0,294.0,280.0,234.0,211.0,417.0,356.0,629.0,675.0,145.0,6.0,22.0,0.0011888054432347417,5.627725396806227e-09,3.7870252073135546e-11,6.796529051361633e-12,1.0879139092047178e-22,3.8415805541157464e-16,7.336671475819564e-24,138.211669921875,53.98756408691406,16.0,254.0,H
1.0,55.0,187.0,210.0,387.0,274.0,287.0,242.0,216.0,400.0,375.0,622.0,667.0,144.0,8.0,21.0,0.0011892359470948577,5.5623194938903e-09,3.685921359797284e-11,7.851207531328619e-12,1.3051607751395565e-22,4.670294031605508e-16,2.835375614820743e-23,138.181884765625,53.96771240234375,14.0,253.0,H
2.0,48.0,200.0,201.0,389.0,271.0,300.0,237.0,210.0,393.0,379.0,633.0,660.0,145.0,6.0,22.0,0.0011895361822098494,5.376753708929982e-09,3.58603736982932e-11,9.054833272070795e-12,1.5305484331807864e-22,5.547461234749564e-16,5.654349233700131e-23,138.13134765625,54.07918167114258,14.0,253.0,H
3.0,52.0,195.0,190.0,393.0,293.0,271.0,259.0,217.0,375.0,348.0,660.0,667.0,144.0,5.0,24.0,0.0011885727290064096,5.13951725622519e-09,3.447283430935144e-11,1.044378038911331e-11,1.767576144086223e-22,6.461381197474985e-16,8.958670471149833e-23,138.153076171875,54.17603302001953,14.0,253.0,H
0.0,48.0,198.0,210.0,394.0,279.0,282.0,242.0,220.0,362.0,358.0,666.0,659.0,150.0,6.0,22.0,0.0011875573545694351,4.945662102073811e-09,3.340034498977573e-11,1.1921242638879281e-11,2.0414648638466133e-22,7.307325707392063e-16,1.2211084661035992e-22,138.150146484375,54.34156799316406,16.0,253.0,H
1.0,49.0,196.0,215.0,385.0,288.0,275.0,245.0,208.0,358.0,357.0,690.0,655.0,146.0,5.0,23.0,0.0011846490669995546,4.574010947777651e-09,3.208218760097914e-11,1.3321221729867272e-11,2.2733817658281765e-22,7.930212031583602e-16,1.5542514945721432e-22,138.285400390625,54.433082580566406,15.0,253.0,H
2.0,53.0,196.0,197.0,399.0,280.0,282.0,244.0,207.0,340.0,373.0,683.0,665.0,147.0,6.0,22.0,0.0011819505598396063,4.288983390665635e-09,3.062746584125975e-11,1.483580966410436e-11,2.528972951555274e-22,8.557681333415379e-16,1.8987702759472088e-22,138.373779296875,54.46517562866211,12.0,253.0,H
2.0,52.0,197.0,213.0,399.0,290.0,263.0,245.0,202.0,334.0,374.0,679.0,675.0,143.0,6.0,22.0,0.00118248222861439,4.048059665251458e-09,2.952308536530168e-11,1.6445476924698e-11,2.7991907544248726e-22,9.198698397842897e-16,2.3012238857259193e-22,138.1962890625,54.6971321105957,13.0,253.0,H
9.0,163.0,696.0,771.0,87.0,339.0,754.0,104.0,77.0,262.0,732.0,102.0,0.0,0.0,0.0,0.0,0.0017523126443848014,4.585234592013876e-08,1.1454728138238224e-10,4.216045915161892e-11,2.626885710779033e-21,-3.9043572892707556e-15,1.2975710244635676e-21,95.27978515625,49.38484573364258,13.0,179.0,H
2.0,55.0,201.0,206.0,413.0,291.0,264.0,230.0,210.0,327.0,359.0,694.0,670.0,146.0,6.0,22.0,0.0011835669865831733,3.8600758145435066e-09,2.837253175458354e-11,1.7777076685709936e-11,2.9887894971357804e-22,9.67262180216115e-16,2.6470362727678025e-22,137.983642578125,54.90813446044922,15.0,254.0,H
1.0,55.0,195.0,217.0,427.0,290.0,268.0,210.0,211.0,310.0,362.0,699.0,676.0,147.0,6.0,22.0,0.0011840002844110131,3.5865539427248905e-09,2.7144151509839176e-11,1.9036940426819804e-11,3.258457747944366e-22,9.684559672761515e-16,2.8477068360556683e-22,137.901611328125,55.12803649902344,15.0,254.0,H
1.0,55.0,197.0,227.0,432.0,289.0,255.0,208.0,209.0,303.0,374.0,690.0,680.0,148.0,6.0,22.0,0.0011841387022286654,3.3020879364187294e-09,2.5734700828672352e-11,2.0812249493240564e-11,3.5351391615269833e-22,1.002874092296646e-15,3.271415514064654e-22,137.717529296875,55.33307647705078,13.0,253.0,H
2.0,54.0,202.0,214.0,446.0,297.0,245.0,203.0,200.0,303.0,385.0,692.0,681.0,144.0,4.0,24.0,0.0011826961999759078,2.9879210217131913e-09,2.3709685256778634e-11,2.288846022435731e-11,3.8757147743356473e-22,1.0130060886534651e-15,3.6617953868079032e-22,137.67724609375,55.50823974609375,14.0,254.0,H
2.0,54.0,209.0,221.0,463.0,279.0,243.0,206.0,195.0,292.0,374.0,684.0,702.0,144.0,5.0,23.0,0.0011824342655017972,2.7071898056618693e-09,2.1935474270318167e-11,2.5083749313759007e-11,4.2250385390388503e-22,1.0164441953863703e-15,4.0949769590022723e-22,137.438720703125,55.771121978759766,15.0,254.0,H
1.0,57.0,202.0,235.0,469.0,280.0,238.0,203.0,186.0,295.0,361.0,695.0,700.0,146.0,6.0,22.0,0.0011814201716333628,2.4671895637595753e-09,2.002159028846595e-11,2.7365144872337765e-11,4.563940756986487e-22,1.0053226527889213e-15,4.494388721130451e-22,137.299560546875,55.994693756103516,13.0,253.0,H
2.0,53.0,214.0,243.0,464.0,279.0,232.0,202.0,182.0,292.0,369.0,675.0,716.0,145.0,5.0,23.0,0.001179007813334465,2.257795284066333e-09,1.8161189566101577e-11,2.970763565701695e-11,4.877874580650793e-22,9.742202382404539e-16,4.880764462136543e-22,137.146728515625,56.20211410522461,14.0,254.0,H
2.0,60.0,209.0,247.0,453.0,300.0,233.0,202.0,175.0,277.0,359.0,661.0,741.0,149.0,7.0,21.0,0.0011760264169424772,2.016758759992854e-09,1.6437238722910585e-11,3.190172084832632e-11,4.9993652185065805e-22,9.43848071971638e-16,5.3266442967678185e-22,137.051513671875,56.48027801513672,13.0,254.0,H
2.0,58.0,218.0,254.0,470.0,295.0,223.0,203.0,171.0,277.0,333.0,648.0,767.0,149.0,7.0,21.0,0.0011785327224060893,1.9807564477503092e-09,1.5803800976210702e-11,3.417987767817543e-11,5.360671086162494e-22,9.770709276244382e-16,5.862555248790158e-22,136.61376953125,56.89264678955078,13.0,253.0,H
2.0,61.0,217.0,258.0,480.0,288.0,235.0,200.0,178.0,259.0,349.0,632.0,760.0,148.0,6.0,23.0,0.0011828559217974544,2.1610149225637088e-09,1.6241688549634148e-11,3.535270687304859e-11,5.693132160155693e-22,1.0649450901879147e-15,6.273039588801763e-22,136.16015625,56.94200134277344,12.0,253.0,H
10.0,148.0,667.0,777.0,80.0,338.0,795.0,115.0,66.0,262.0,766.0,72.0,0.0,0.0,0.0,0.0,0.0017402274534106255,4.015783616750923e-08,1.4458793884397636e-10,3.167017342819989e-11,6.511852649707896e-22,-5.615116509103844e-15,2.0417689223939217e-21,95.88134765625,49.020973205566406,12.0,180.0,H
2.0,57.0,226.0,248.0,489.0,307.0,234.0,209.0,158.0,278.0,330.0,634.0,746.0,150.0,5.0,23.0,0.001190685317851603,2.500543327954574e-09,1.7542618399590815e-11,3.595539838086026e-11,6.098375939401734e-22,1.2243346680045454e-15,6.659791963558444e-22,135.588623046875,56.95904541015625,15.0,253.0,H
2.0,57.0,225.0,249.0,501.0,312.0,241.0,217.0,158.0,264.0,326.0,641.0,730.0,145.0,6.0,22.0,0.0012004431337118149,3.0365947534249926e-09,2.0038857725945824e-11,3.636853318500499e-11,6.673023117314045e-22,1.4494654374728978e-15,7.20172350200943e-22,134.87353515625,56.97588348388672,15.0,254.0,H
1.0,52.0,232.0,261.0,492.0,323.0,249.0,218.0,171.0,257.0,315.0,650.0,698.0,149.0,5.0,23.0,0.0012118153972551227,3.831491124373088e-09,2.2744271743757594e-11,3.631200548581681e-11,7.180513872167296e-22,1.6832272609155347e-15,7.572246294264201e-22,134.140380859375,56.962669372558594,15.0,253.0,H
0.0,58.0,216.0,272.0,510.0,330.0,253.0,226.0,161.0,265.0,305.0,659.0,668.0,145.0,5.0,23.0,0.0012253937311470509,4.821251842201946e-09,2.588273866066526e-11,3.580365171007571e-11,7.534038668289599e-22,1.946475148285041e-15,7.876016055372404e-22,133.297607421875,56.84212875366211,16.0,254.0,H
2.0,54.0,224.0,271.0,516.0,339.0,271.0,227.0,164.0,256.0,309.0,655.0,636.0,143.0,6.0,23.0,0.0012425302993506193,5.8950879733288275e-09,2.944365931623061e-11,3.5022342664836614e-11,7.604720605397401e-22,2.210682088709076e-15,8.2855199359421285e-22,132.278076171875,56.76746368408203,14.0,253.0,H
1.0,57.0,223.0,281.0,512.0,355.0,298.0,220.0,166.0,269.0,301.0,624.0,616.0,145.0,5.0,23.0,0.0012625291710719466,7.054187900479292e-09,3.222330735574985e-11,3.4134230164628576e-11,7.092787490796926e-22,2.4851728561457254e-15,8.823197936392163e-22,131.15771484375,56.66655731201172,12.0,253.0,H
2.0,63.0,224.0,277.0,521.0,360.0,317.0,227.0,165.0,270.0,289.0,605.0,598.0,150.0,6.0,22.0,0.0012809912441298366,8.140509599741108e-09,3.287253802497503e-11,3.388195626841117e-11,6.327898364546025e-22,2.7649582147774247e-15,9.371172780465866e-22,130.12744140625,56.503787994384766,15.0,254.0,H
2.0,59.0,214.0,283.0,551.0,372.0,310.0,235.0,173.0,256.0,297.0,576.0,595.0,145.0,5.0,23.0,0.0012948873918503523,9.000109102430542e-09,3.189825487082132e-11,3.4397047710132966e-11,5.222560600537765e-22,3.0790238438174527e-15,1.0126279021750067e-21,129.336181640625,56.3414192199707,15.0,254.0,H
2.0,55.0,225.0,287.0,552.0,363.0,341.0,228.0,177.0,264.0,295.0,540.0,595.0,144.0,6.0,22.0,0.0013080047210678458,9.881786944276882e-09,3.0387140720344874e-11,3.477752807956591e-11,3.9686504144708623e-22,3.3604861159264787e-15,1.0586124597411886e-21,128.570068359375,56.2205810546875,13.0,254.0,H
2.0,59.0,233.0,273.0,553.0,374.0,360.0,243.0,159.0,278.0,294.0,508.0,585.0,146.0,6.0,23.0,0.0013227432500571012,1.1181231940327052e-08,2.964524459247997e-11,3.406920578985506e-11,2.644434672611256e-22,3.556188631466612e-15,1.0499408967742157e-21,127.7392578125,56.10478973388672,13.0,253.0,H
8.0,140.0,641.0,758.0,85.0,332.0,825.0,124.0,63.0,249.0,807.0,64.0,0.0,0.0,0.0,0.0,0.001712203025817871,2.9764263942411162e-08,1.7817432251820975e-10,3.167538106807477e-11,-1.1918266056340684e-21,-5.41538614014128e-15,2.059631459591414e-21,97.007568359375,48.88872528076172,13.0,179.0,H
1.0,59.0,232.0,278.0,554.0,387.0,361.0,245.0,172.0,284.0,293.0,491.0,564.0,147.0,6.0,22.0,0.0013368839863687754,1.258256876468522e-08,2.926497585931109e-11,3.1229421826317605e-11,1.1904571178590557e-22,3.4797638132511716e-15,9.3656878621463e-22,126.98779296875,55.82375717163086,15.0,253.0,H
0.0,61.0,233.0,290.0,562.0,368.0,365.0,240.0,186.0,309.0,287.0,482.0,543.0,142.0,6.0,22.0,0.0013499587075784802,1.386729220342886e-08,3.1772175168587324e-11,2.6880688647201723e-11,4.96450457158065e-23,3.1450763200772903e-15,7.839982403834847e-22,126.376708984375,55.625099182128906,16.0,253.0,H
2.0,60.0,224.0,302.0,551.0,377.0,354.0,251.0,188.0,340.0,298.0,462.0,515.0,142.0,8.0,22.0,0.0013608966255560517,1.497961221730293e-08,3.6957093635381355e-11,2.0617303003733767e-11,6.126502049225356e-23,2.4798920292360685e-15,5.658033529671875e-22,125.910400390625,55.34282302856445,15.0,253.0,H
2.0,61.0,224.0,313.0,551.0,373.0,353.0,222.0,201.0,360.0,313.0,481.0,469.0,144.0,6.0,23.0,0.0013673563953489065,1.5264797426084442e-08,4.523589142158002e-11,1.4388851221625032e-11,1.2119324360540684e-22,1.658640435555584e-15,3.4651458684350024e-22,125.675537109375,55.017494201660156,12.0,253.0,H
2.0,60.0,228.0,310.0,568.0,343.0,348.0,219.0,204.0,376.0,330.0,509.0,425.0,146.0,7.0,21.0,0.0013689667684957385,1.4870686904089325e-08,5.514938505868372e-11,9.889361031467647e-12,1.6961126667023999e-22,9.350098125626314e-16,1.56751672711885e-22,125.60400390625,55.00518798828125,13.0,254.0,H
0.0,59.0,233.0,319.0,549.0,361.0,340.0,215.0,195.0,386.0,332.0,517.0,420.0,141.0,6.0,23.0,0.001364330411888659,1.5118066798436303e-08,6.43560343904781e-11,8.181600362477948e-12,1.862337902553716e-22,4.87436015046683e-16,2.371721355599645e-23,125.678955078125,55.047237396240234,16.0,254.0,H
1.0,62.0,228.0,313.0,559.0,359.0,331.0,217.0,186.0,390.0,332.0,519.0,426.0,145.0,5.0,23.0,0.001356160850264132,1.5751542292719023e-08,7.323518874668977e-11,8.163611280032068e-12,1.8194152865030442e-22,1.9456627378095057e-16,-8.210745767111274e-23,125.8251953125,55.138816833496094,14.0,254.0,H
2.0,57.0,230.0,335.0,534.0,370.0,323.0,202.0,191.0,396.0,326.0,517.0,439.0,146.0,7.0,21.0,0.0013462374918162823,1.7062166790537958e-08,8.218537655979574e-11,8.755674137106428e-12,1.5530891553599544e-22,-6.312204666480314e-17,-1.761933832238848e-22,125.98681640625,55.317657470703125,12.0,254.0,H
1.0,62.0,241.0,318.0,539.0,362.0,312.0,200.0,198.0,396.0,336.0,519.0,439.0,145.0,6.0,22.0,0.0013367763021960855,1.791362969072452e-08,8.935670953169605e-11,8.82200215657214e-12,8.012104280289381e-23,-3.30968145032708e-16,-2.343770877767961e-22,126.144775390625,55.3950080871582,15.0,254.0,H
1.0,59.0,238.0,319.0,534.0,364.0,302.0,203.0,200.0,410.0,342.0,519.0,434.0,143.0,5.0,23.0,0.0013285032473504543,1.7586755163279122e-08,9.486418595106016e-11,8.452772336242642e-12,-4.49383323683543e-23,-6.235070934627581e-16,-2.351027893225015e-22,126.35693359375,55.360233306884766,15.0,254.0,H
9.0,144.0,579.0,740.0,85.0,320.0,882.0,137.0,64.0,261.0,818.0,57.0,0.0,0.0,0.0,0.0,0.001670260215178132,1.952874484345557e-08,1.9554510788388768e-10,3.623530295260302e-11,-2.8591362567472938e-21,-4.044279085344167e-15,1.0624317077257107e-21,98.501220703125,48.38945007324219,12.0,179.0,H
0.0,65.0,243.0,316.0,509.0,397.0,276.0,209.0,185.0,421.0,349.0,514.0,439.0,145.0,5.0,23.0,0.001321254065260291,1.679915406782584e-08,9.777529480503588e-11,8.395668708860438e-12,-1.6072407330799042e-22,-8.529372962922548e-16,-1.7896923959895097e-22,126.518798828125,55.441036224365234,16.0,254.0,H
3.0,64.0,248.0,325.0,503.0,372.0,294.0,196.0,186.0,421.0,357.0,500.0,455.0,143.0,5.0,24.0,0.0013167256256565452,1.611813260637973e-08,9.803494127602619e-11,8.760961574261206e-12,-2.368189972425769e-22,-1.01162944835594e-15,-9.919501791531577e-23,126.602294921875,55.62041091918945,13.0,254.0,H
1.0,62.0,246.0,311.0,518.0,373.0,295.0,180.0,188.0,441.0,348.0,485.0,475.0,145.0,7.0,21.0,0.0013112976448610425,1.5207538339723214e-08,9.648478543899941e-11,9.012022031407163e-12,-2.645107160755739e-22,-1.0664449737792653e-15,-2.556815418551815e-23,126.8603515625,55.65516662597656,14.0,254.0,H
2.0,67.0,246.0,319.0,503.0,370.0,292.0,181.0,196.0,443.0,349.0,477.0,485.0,138.0,6.0,22.0,0.0013094973983243108,1.4696702521632687e-08,9.521237964715823e-11,9.451210647437591e-12,-2.824179595982867e-22,-1.121891538748295e-15,2.4930375920865067e-23,126.911376953125,55.626075744628906,15.0,254.0,H
2.0,68.0,248.0,310.0,510.0,363.0,300.0,179.0,186.0,445.0,368.0,467.0,480.0,142.0,6.0,22.0,0.0013078729389235377,1.4464763609112197e-08,9.36674626750289e-11,9.717207073711709e-12,-2.8593413353391023e-22,-1.1562743001432415e-15,6.469313230730544e-23,126.945068359375,55.596527099609375,14.0,253.0,H
1.0,69.0,245.0,310.0,505.0,366.0,295.0,181.0,185.0,463.0,375.0,441.0,496.0,135.0,5.0,24.0,0.0013061476638540626,1.4060890229927736e-08,9.227547198564778e-11,1.0045111444034749e-11,-2.824296221179095e-22,-1.1890077825107656e-15,1.1731758891071773e-22,126.963623046875,55.53365707397461,14.0,253.0,H
2.0,71.0,245.0,312.0,514.0,356.0,292.0,176.0,194.0,462.0,371.0,457.0,480.0,136.0,5.0,23.0,0.0013073273003101349,1.4004245763032941e-08,9.219545960004183e-11,1.059661299679382e-11,-2.8323486608641015e-22,-1.2539650451698033e-15,1.7169462938826695e-22,126.75,55.54862594604492,13.0,254.0,H
1.0,70.0,249.0,318.0,505.0,375.0,286.0,176.0,182.0,467.0,383.0,442.0,470.0,144.0,5.0,23.0,0.0013100072974339128,1.3897806461216078e-08,9.193180938726897e-11,1.1109807518394632e-11,-2.8137981864701587e-22,-1.307372801834792e-15,2.1653580564753424e-22,126.51123046875,55.579689025878906,15.0,254.0,H
0.0,71.0,252.0,321.0,515.0,364.0,286.0,173.0,186.0,481.0,367.0,442.0,472.0,138.0,6.0,22.0,0.0013121989322826266,1.3960962164105695e-08,9.273188467107119e-11,1.1481702741344968e-11,-2.8115636275155934e-22,-1.3490021418517358e-15,2.476137951131702e-22,126.268310546875,55.571598052978516,16.0,254.0,H
1.0,71.0,246.0,323.0,523.0,369.0,294.0,178.0,184.0,459.0,385.0,437.0,456.0,141.0,7.0,22.0,0.001316662528552115,1.4192016450920164e-08,9.463396732911633e-11,1.1488502857370797e-11,-2.803134049209019e-22,-1.3576611479132797e-15,2.5479323714424834e-22,125.952392578125,55.50377655029297,14.0,254.0,H
9.0,136.0,568.0,696.0,80.0,320.0,899.0,176.0,61.0,258.0,854.0,39.0,0.0,0.0,0.0,0.0,0.0016292082145810127,1.151613204797286e-08,2.0028884106793043e-10,4.326454125513912e-11,-3.9527455649828646e-21,-2.2879412343775616e-15,-7.719362668418423e-22,99.82568359375,48.11626052856445,12.0,178.0,H
3.0,70.0,262.0,302.0,536.0,372.0,290.0,185.0,172.0,467.0,378.0,433.0,455.0,141.0,8.0,22.0,0.001321048242971301,1.4431646988555258e-08,9.743934825667822e-11,1.1488899241685058e-11,-2.8640505193989097e-22,-1.363547497501105e-15,2.563913052551578e-22,125.648193359375,55.56229782104492,15.0,253.0,H
1.0,77.0,260.0,308.0,507.0,410.0,276.0,181.0,195.0,444.0,381.0,445.0,441.0,142.0,6.0,22.0,0.0013248361647129059,1.4803957171238835e-08,1.0025874574992599e-10,1.1212557791961952e-11,-2.9010878544433982e-22,-1.3470397782711844e-15,2.3909730326750207e-22,125.390625,55.5330696105957,15.0,253.0,H
2.0,76.0,255.0,309.0,538.0,388.0,294.0,172.0,180.0,452.0,365.0,451.0,443.0,143.0,6.0,22.0,0.0013278340920805931,1.507589963978262e-08,1.0232009683974752e-10,1.1028095971143959e-11,-2.947776303128978e-22,-1.337730992059978e-15,2.2436670794680563e-22,125.203125,55.59485626220703,14.0,254.0,H
2.0,71.0,262.0,315.0,523.0,396.0,292.0,177.0,186.0,448.0,365.0,450.0,437.0,144.0,7.0,21.0,0.0013298894045874476,1.5280566145747798e-08,1.038778854600686e-10,1.0967624378133145e-11,-2.9688844539042645e-22,-1.3358416850711274e-15,2.211368211000177e-22,125.043212890625,55.561737060546875,13.0,253.0,H
1.0,77.0,252.0,311.0,531.0,394.0,301.0,175.0,194.0,435.0,358.0,466.0,433.0,140.0,7.0,21.0,0.001329478109255433,1.5338976311340957e-08,1.0442742504057634e-10,1.0823958049299698e-11,-2.9773910250351886e-22,-1.3247506356597796e-15,2.092302342240421e-22,125.06396484375,55.542213439941406,13.0,254.0,H
1.0,80.0,246.0,315.0,519.0,403.0,305.0,182.0,182.0,445.0,360.0,452.0,438.0,140.0,7.0,21.0,0.0013302693841978908,1.5210650516905844e-08,1.0408537920447714e-10,1.082846312616681e-11,-2.983982368105981e-22,-1.3199025367070512e-15,2.0764271791660086e-22,125.0234375,55.462364196777344,13.0,253.0,H
1.0,72.0,259.0,313.0,534.0,393.0,302.0,188.0,183.0,445.0,366.0,455.0,417.0,140.0,5.0,23.0,0.0013355136616155505,1.547266137436054e-08,1.0524969090708325e-10,1.1116807127620199e-11,-2.999347863926748e-22,-1.3574100026444188e-15,2.337449893106606e-22,124.671142578125,55.357486724853516,13.0,254.0,H
1.0,68.0,258.0,321.0,545.0,399.0,301.0,177.0,201.0,432.0,381.0,469.0,378.0,137.0,5.0,23.0,0.0013468442484736443,1.600315435723587e-08,1.0649707504750694e-10,1.116068348849808e-11,-3.0088338847575946e-22,-1.377427508770406e-15,2.398327235795598e-22,124.11328125,55.08252716064453,15.0,253.0,H
1.0,60.0,241.0,356.0,546.0,408.0,302.0,195.0,205.0,456.0,372.0,469.0,318.0,139.0,7.0,21.0,0.001369754201732576,1.7494212301016887e-08,1.0931561905680454e-10,1.0812511476443465e-11,-3.0563576424784947e-22,-1.3840145663638476e-15,2.115942420977105e-22,122.945556640625,54.45989990234375,15.0,253.0,H
1.0,91.0,407.0,707.0,186.0,101.0,240.0,713.0,323.0,56.0,180.0,746.0,345.0,0.0,0.0,0.0,0.0014294652501121163,2.8858902823003518e-08,4.245604909303147e-11,8.669200080024808e-11,-4.6021849356199935e-21,-6.667587133319308e-15,2.5458694686208942e-21,116.1162109375,55.41372299194336,14.0,196.0,I
0.0,65.0,332.0,657.0,299.0,61.0,238.0,657.0,341.0,132.0,119.0,596.0,599.0,0.0,0.0,0.0,0.001357484725303948,2.4982792723449165e-08,3.273517221180633e-11,7.38587663251522e-11,-3.398018778379841e-21,-6.642329457865132e-15,1.2816937409310419e-21,121.1279296875,56.1824951171875,16.0,201.0,I
3.0,84.0,249.0,292.0,117.0,127.0,818.0,598.0,151.0,60.0,448.0,1139.0,6.0,3.0,1.0,0.0,0.0012365459697321057,1.1301345637093618e-08,1.6744805195201273e-11,3.0678359158597956e-11,-2.6264955969732957e-22,-7.999912784626383e-16,6.438112709078222e-22,126.5107421875,48.713958740234375,15.0,224.0,I
0.0,58.0,128.0,342.0,135.0,114.0,612.0,769.0,263.0,56.0,231.0,1356.0,25.0,6.0,1.0,0.0,0.001187239191494882,1.2128793969168328e-08,1.1726225025709969e-11,2.1794024918087018e-11,-6.567901280132721e-23,-7.885371166147144e-16,3.4215906490472157e-22,131.5068359375,47.842769622802734,16.0,232.0,I
